Row_number,"meta{qafiya:..., bahr:...}",meta
1142,"meta{qafiya:ـمه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1143,"meta{qafiya:ـمه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1144,"meta{qafiya:ـمه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1145,"meta{qafiya:ـكر, bahr:الرمل}","meta{qafiya:ر, bahr:الرمل}"
1146,"meta{qafiya:ـكر, bahr:الرمل}","meta{qafiya:ر, bahr:الرمل}"
1147,"meta{qafiya:ـكر, bahr:الرمل}","meta{qafiya:ر, bahr:الرمل}"
1148,"meta{qafiya:ـها, bahr:المسحوب}","meta{qafiya:ا, bahr:المسحوب}"
1149,"meta{qafiya:ـها, bahr:المسحوب}","meta{qafiya:ا, bahr:المسحوب}"
1150,"meta{qafiya:ـها, bahr:المسحوب}","meta{qafiya:ا, bahr:المسحوب}"
1151,"meta{qafiya:ـها, bahr:المسحوب}","meta{qafiya:ا, bahr:المسحوب}"
1152,"meta{qafiya:ـها, bahr:المسحوب}","meta{qafiya:ا, bahr:المسحوب}"
1153,"meta{qafiya:ـها, bahr:المسحوب}","meta{qafiya:ا, bahr:المسحوب}"
1154,"meta{qafiya:ـها, bahr:المسحوب}","meta{qafiya:ا, bahr:المسحوب}"
1155,"meta{qafiya:ـها, bahr:المسحوب}","meta{qafiya:ا, bahr:المسحوب}"
1156,"meta{qafiya:ـني, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1157,"meta{qafiya:ـني, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1158,"meta{qafiya:ـني, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1159,"meta{qafiya:ـني, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1160,"meta{qafiya:ـني, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1161,"meta{qafiya:ـني, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1162,"meta{qafiya:ـبا, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1163,"meta{qafiya:ـبا, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1164,"meta{qafiya:ـبا, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1165,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1166,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1167,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1168,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1169,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1170,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1171,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1172,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1173,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1174,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1175,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1176,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1177,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1178,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1179,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1180,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1181,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1182,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1183,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1184,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1185,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1186,"meta{qafiya:ـزه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1187,"meta{qafiya:ـزه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1188,"meta{qafiya:ـزه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1189,"meta{qafiya:ـرت, bahr:البسيط}","meta{qafiya:ت, bahr:البسيط}"
1190,"meta{qafiya:ـرت, bahr:البسيط}","meta{qafiya:ت, bahr:البسيط}"
1191,"meta{qafiya:ـرت, bahr:البسيط}","meta{qafiya:ت, bahr:البسيط}"
1192,"meta{qafiya:ـرت, bahr:البسيط}","meta{qafiya:ت, bahr:البسيط}"
1193,"meta{qafiya:ـره, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1194,"meta{qafiya:ـره, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1195,"meta{qafiya:ـره, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1196,"meta{qafiya:ـام, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1197,"meta{qafiya:ـام, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1198,"meta{qafiya:ـام, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1199,"meta{qafiya:ـام, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1200,"meta{qafiya:ـام, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1201,"meta{qafiya:ـام, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1202,"meta{qafiya:ـام, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1203,"meta{qafiya:ـتها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1204,"meta{qafiya:ـتها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1205,"meta{qafiya:ـتها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1206,"meta{qafiya:ـتها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1207,"meta{qafiya:ـتها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1208,"meta{qafiya:ـتها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1209,"meta{qafiya:ـتها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1210,"meta{qafiya:ـدها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1211,"meta{qafiya:ـدها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1212,"meta{qafiya:ـدها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1213,"meta{qafiya:ـدها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1214,"meta{qafiya:ـدها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1215,"meta{qafiya:ـدها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1216,"meta{qafiya:ـدها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1217,"meta{qafiya:ـدها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1218,"meta{qafiya:ـدها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1219,"meta{qafiya:ـدها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1220,"meta{qafiya:ـدها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1221,"meta{qafiya:ـدها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1222,"meta{qafiya:ـدها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1223,"meta{qafiya:ـدها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1224,"meta{qafiya:ـدها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1225,"meta{qafiya:ـدها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1226,"meta{qafiya:ـدها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1227,"meta{qafiya:ـها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1228,"meta{qafiya:ـها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1229,"meta{qafiya:ـها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1230,"meta{qafiya:ـعم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1231,"meta{qafiya:ـدم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1232,"meta{qafiya:ـحه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1233,"meta{qafiya:ـحه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1234,"meta{qafiya:ـحه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1235,"meta{qafiya:ـحه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1236,"meta{qafiya:ـله, bahr:المسحوب}","meta{qafiya:ه, bahr:المسحوب}"
1237,"meta{qafiya:ـله, bahr:المسحوب}","meta{qafiya:ه, bahr:المسحوب}"
1238,"meta{qafiya:ـله, bahr:المسحوب}","meta{qafiya:ه, bahr:المسحوب}"
1239,"meta{qafiya:ـله, bahr:المسحوب}","meta{qafiya:ه, bahr:المسحوب}"
1240,"meta{qafiya:ـله, bahr:المسحوب}","meta{qafiya:ه, bahr:المسحوب}"
1241,"meta{qafiya:ـيخ, bahr:المسحوب}","meta{qafiya:خ, bahr:المسحوب}"
1242,"meta{qafiya:ـيخ, bahr:المسحوب}","meta{qafiya:خ, bahr:المسحوب}"
1243,"meta{qafiya:ـوم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1244,"meta{qafiya:ـوم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1245,"meta{qafiya:ـوم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1246,"meta{qafiya:ـوم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1247,"meta{qafiya:ـوم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1248,"meta{qafiya:ـوم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1249,"meta{qafiya:ـوم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1250,"meta{qafiya:ـوم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1251,"meta{qafiya:ـوم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1252,"meta{qafiya:ـوم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1253,"meta{qafiya:ـوم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1254,"meta{qafiya:ـوم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1255,"meta{qafiya:ـوم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1256,"meta{qafiya:ـوم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1257,"meta{qafiya:ـوم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1258,"meta{qafiya:ـوم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1259,"meta{qafiya:ـوم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1260,"meta{qafiya:ـام, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1261,"meta{qafiya:ـام, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1262,"meta{qafiya:ـام, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1263,"meta{qafiya:ـام, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1264,"meta{qafiya:ـام, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1265,"meta{qafiya:ـام, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1266,"meta{qafiya:ـام, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1267,"meta{qafiya:ـام, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1268,"meta{qafiya:ـاح, bahr:الرمل}","meta{qafiya:ح, bahr:الرمل}"
1269,"meta{qafiya:ـاح, bahr:الرمل}","meta{qafiya:ح, bahr:الرمل}"
1270,"meta{qafiya:ـاح, bahr:الرمل}","meta{qafiya:ح, bahr:الرمل}"
1271,"meta{qafiya:ـاح, bahr:الرمل}","meta{qafiya:ح, bahr:الرمل}"
1272,"meta{qafiya:ـاح, bahr:الرمل}","meta{qafiya:ح, bahr:الرمل}"
1273,"meta{qafiya:ـاح, bahr:الرمل}","meta{qafiya:ح, bahr:الرمل}"
1274,"meta{qafiya:ـبر, bahr:الرمل}","meta{qafiya:ر, bahr:الرمل}"
1275,"meta{qafiya:ـبر, bahr:الرمل}","meta{qafiya:ر, bahr:الرمل}"
1276,"meta{qafiya:ـبر, bahr:الرمل}","meta{qafiya:ر, bahr:الرمل}"
1277,"meta{qafiya:ـبر, bahr:الرمل}","meta{qafiya:ر, bahr:الرمل}"
1278,"meta{qafiya:ـزه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1279,"meta{qafiya:ـزه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1280,"meta{qafiya:ـزه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1281,"meta{qafiya:ـزه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1282,"meta{qafiya:ـيه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1283,"meta{qafiya:ـيه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1284,"meta{qafiya:ـيه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1285,"meta{qafiya:ـيه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1286,"meta{qafiya:ـيه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1287,"meta{qafiya:ـات, bahr:المسحوب}","meta{qafiya:ت, bahr:المسحوب}"
1288,"meta{qafiya:ـات, bahr:المسحوب}","meta{qafiya:ت, bahr:المسحوب}"
1289,"meta{qafiya:ـات, bahr:المسحوب}","meta{qafiya:ت, bahr:المسحوب}"
1290,"meta{qafiya:ـات, bahr:المسحوب}","meta{qafiya:ت, bahr:المسحوب}"
1291,"meta{qafiya:ـات, bahr:المسحوب}","meta{qafiya:ت, bahr:المسحوب}"
1292,"meta{qafiya:ـات, bahr:المسحوب}","meta{qafiya:ت, bahr:المسحوب}"
1293,"meta{qafiya:ـات, bahr:المسحوب}","meta{qafiya:ت, bahr:المسحوب}"
1294,"meta{qafiya:ـدم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1295,"meta{qafiya:ـدم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1296,"meta{qafiya:ـحت, bahr:البسيط}","meta{qafiya:ت, bahr:البسيط}"
1297,"meta{qafiya:ـحت, bahr:البسيط}","meta{qafiya:ت, bahr:البسيط}"
1298,"meta{qafiya:ـحت, bahr:البسيط}","meta{qafiya:ت, bahr:البسيط}"
1299,"meta{qafiya:ـته, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1300,"meta{qafiya:ـته, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1301,"meta{qafiya:ـته, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1302,"meta{qafiya:ـته, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1303,"meta{qafiya:ـها, bahr:الرمل}","meta{qafiya:ا, bahr:الرمل}"
1304,"meta{qafiya:ـها, bahr:الرمل}","meta{qafiya:ا, bahr:الرمل}"
1305,"meta{qafiya:ـها, bahr:الرمل}","meta{qafiya:ا, bahr:الرمل}"
1306,"meta{qafiya:ـها, bahr:الرمل}","meta{qafiya:ا, bahr:الرمل}"
1307,"meta{qafiya:ـره, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1308,"meta{qafiya:ـها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1309,"meta{qafiya:ـها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1310,"meta{qafiya:ـها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1311,"meta{qafiya:ـها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1312,"meta{qafiya:ـها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1313,"meta{qafiya:ـها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1314,"meta{qafiya:ـين, bahr:الرمل}","meta{qafiya:ن, bahr:الرمل}"
1315,"meta{qafiya:ـين, bahr:الرمل}","meta{qafiya:ن, bahr:الرمل}"
1316,"meta{qafiya:ـها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1317,"meta{qafiya:ـها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1318,"meta{qafiya:ـها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1319,"meta{qafiya:ـده, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1320,"meta{qafiya:ـده, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1321,"meta{qafiya:ـده, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1322,"meta{qafiya:ـده, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1323,"meta{qafiya:ـات, bahr:المسحوب}","meta{qafiya:ت, bahr:المسحوب}"
1324,"meta{qafiya:ـات, bahr:المسحوب}","meta{qafiya:ت, bahr:المسحوب}"
1325,"meta{qafiya:ـدل, bahr:الرمل}","meta{qafiya:ل, bahr:الرمل}"
1326,"meta{qafiya:ـدل, bahr:الرمل}","meta{qafiya:ل, bahr:الرمل}"
1327,"meta{qafiya:ـدل, bahr:الرمل}","meta{qafiya:ل, bahr:الرمل}"
1328,"meta{qafiya:ـنه, bahr:المسحوب}","meta{qafiya:ه, bahr:المسحوب}"
1329,"meta{qafiya:ـنه, bahr:المسحوب}","meta{qafiya:ه, bahr:المسحوب}"
1330,"meta{qafiya:ـنه, bahr:المسحوب}","meta{qafiya:ه, bahr:المسحوب}"
1331,"meta{qafiya:ـنه, bahr:المسحوب}","meta{qafiya:ه, bahr:المسحوب}"
1332,"meta{qafiya:ـنه, bahr:المسحوب}","meta{qafiya:ه, bahr:المسحوب}"
1333,"meta{qafiya:ـنه, bahr:المسحوب}","meta{qafiya:ه, bahr:المسحوب}"
1334,"meta{qafiya:ـنه, bahr:المسحوب}","meta{qafiya:ه, bahr:المسحوب}"
1335,"meta{qafiya:ـنه, bahr:المسحوب}","meta{qafiya:ه, bahr:المسحوب}"
1336,"meta{qafiya:ـتي, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1337,"meta{qafiya:ـتي, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1338,"meta{qafiya:ـصم, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1339,"meta{qafiya:ـظم, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1340,"meta{qafiya:ـجم, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1341,"meta{qafiya:ـزم, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1342,"meta{qafiya:ـلم, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1343,"meta{qafiya:ـطم, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1344,"meta{qafiya:ـلم, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1345,"meta{qafiya:ـزم, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1346,"meta{qafiya:ـمم, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1347,"meta{qafiya:ـعم, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1348,"meta{qafiya:ـدم, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1349,"meta{qafiya:ـسم, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1350,"meta{qafiya:ـظم, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1351,"meta{qafiya:ـمم, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1352,"meta{qafiya:ـده, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1353,"meta{qafiya:ـده, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1354,"meta{qafiya:ـده, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1355,"meta{qafiya:ـام, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1356,"meta{qafiya:ـام, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1357,"meta{qafiya:ـبه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1358,"meta{qafiya:ـبه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1359,"meta{qafiya:ـبه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1360,"meta{qafiya:ـله, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1361,"meta{qafiya:ـله, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1362,"meta{qafiya:ـير, bahr:الرمل}","meta{qafiya:ر, bahr:الرمل}"
1363,"meta{qafiya:ـير, bahr:الرمل}","meta{qafiya:ر, bahr:الرمل}"
1364,"meta{qafiya:ـير, bahr:الرمل}","meta{qafiya:ر, bahr:الرمل}"
1365,"meta{qafiya:ـير, bahr:الرمل}","meta{qafiya:ر, bahr:الرمل}"
1366,"meta{qafiya:ـير, bahr:الرمل}","meta{qafiya:ر, bahr:الرمل}"
1367,"meta{qafiya:ـير, bahr:الرمل}","meta{qafiya:ر, bahr:الرمل}"
1368,"meta{qafiya:ـير, bahr:الرمل}","meta{qafiya:ر, bahr:الرمل}"
1369,"meta{qafiya:ـسم, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1370,"meta{qafiya:ـسم, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1371,"meta{qafiya:ـسم, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1372,"meta{qafiya:ـطر, bahr:البسيط}","meta{qafiya:ر, bahr:البسيط}"
1373,"meta{qafiya:ـطر, bahr:البسيط}","meta{qafiya:ر, bahr:البسيط}"
1374,"meta{qafiya:ـله, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1375,"meta{qafiya:ـله, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1376,"meta{qafiya:ـله, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1377,"meta{qafiya:ـلي, bahr:البسيط}","meta{qafiya:ي, bahr:البسيط}"
1378,"meta{qafiya:ـلي, bahr:البسيط}","meta{qafiya:ي, bahr:البسيط}"
1379,"meta{qafiya:ـلي, bahr:البسيط}","meta{qafiya:ي, bahr:البسيط}"
1380,"meta{qafiya:ـلي, bahr:البسيط}","meta{qafiya:ي, bahr:البسيط}"
1381,"meta{qafiya:ـلي, bahr:البسيط}","meta{qafiya:ي, bahr:البسيط}"
1382,"meta{qafiya:ـما, bahr:الرمل}","meta{qafiya:ا, bahr:الرمل}"
1383,"meta{qafiya:ـمى, bahr:الرمل}","meta{qafiya:ى, bahr:الرمل}"
1384,"meta{qafiya:ـلي, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1385,"meta{qafiya:ـلي, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1386,"meta{qafiya:ـلي, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1387,"meta{qafiya:ـنت, bahr:الرمل}","meta{qafiya:ت, bahr:الرمل}"
1388,"meta{qafiya:ـقي, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1389,"meta{qafiya:ـقي, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1390,"meta{qafiya:ـره, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1391,"meta{qafiya:ـره, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1392,"meta{qafiya:ـده, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1393,"meta{qafiya:ـده, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1394,"meta{qafiya:ـده, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1395,"meta{qafiya:ـده, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1396,"meta{qafiya:ـده, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1397,"meta{qafiya:ـني, bahr:البسيط}","meta{qafiya:ي, bahr:البسيط}"
1398,"meta{qafiya:ـني, bahr:البسيط}","meta{qafiya:ي, bahr:البسيط}"
1399,"meta{qafiya:ـني, bahr:البسيط}","meta{qafiya:ي, bahr:البسيط}"
1400,"meta{qafiya:ـبه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1401,"meta{qafiya:ـبه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1402,"meta{qafiya:ـني, bahr:البسيط}","meta{qafiya:ي, bahr:البسيط}"
1403,"meta{qafiya:ـني, bahr:البسيط}","meta{qafiya:ي, bahr:البسيط}"
1404,"meta{qafiya:ـني, bahr:البسيط}","meta{qafiya:ي, bahr:البسيط}"
1405,"meta{qafiya:ـجا, bahr:الرمل}","meta{qafiya:ا, bahr:الرمل}"
1406,"meta{qafiya:ـجا, bahr:الرمل}","meta{qafiya:ا, bahr:الرمل}"
1407,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1408,"meta{qafiya:ـره, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1409,"meta{qafiya:ـره, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1410,"meta{qafiya:ـره, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1411,"meta{qafiya:ـره, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1412,"meta{qafiya:ـاك, bahr:الرمل}","meta{qafiya:ك, bahr:الرمل}"
1413,"meta{qafiya:ـاك, bahr:الرمل}","meta{qafiya:ك, bahr:الرمل}"
1414,"meta{qafiya:ـنا, bahr:الرمل}","meta{qafiya:ا, bahr:الرمل}"
1415,"meta{qafiya:ـفي, bahr:البسيط}","meta{qafiya:ي, bahr:البسيط}"
1416,"meta{qafiya:ـيه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1417,"meta{qafiya:ـنك, bahr:الرمل}","meta{qafiya:ك, bahr:الرمل}"
1418,"meta{qafiya:ـفه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1419,"meta{qafiya:ـفه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1420,"meta{qafiya:ـفه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1421,"meta{qafiya:ـهل, bahr:البسيط}","meta{qafiya:ل, bahr:البسيط}"
1422,"meta{qafiya:ـهل, bahr:البسيط}","meta{qafiya:ل, bahr:البسيط}"
1423,"meta{qafiya:ـاس, bahr:الرمل}","meta{qafiya:س, bahr:الرمل}"
1424,"meta{qafiya:ـاس, bahr:الرمل}","meta{qafiya:س, bahr:الرمل}"
1425,"meta{qafiya:ـاس, bahr:الرمل}","meta{qafiya:س, bahr:الرمل}"
1426,"meta{qafiya:ـاس, bahr:الرمل}","meta{qafiya:س, bahr:الرمل}"
1427,"meta{qafiya:ـاس, bahr:الرمل}","meta{qafiya:س, bahr:الرمل}"
1428,"meta{qafiya:ـاس, bahr:الرمل}","meta{qafiya:س, bahr:الرمل}"
